,Ery/Meg,others,delta,log2fc,A,p-val,p-adj,p-adj-log,is_significant
Gm6634,0.2740012834429231,0.018662307551231657,0.25533897589169147,3.7840630061879863,0.19702467972898371,4.605006122900988e-09,2.6618532502317853e-08,7.574815891149599,True
Eda2r,0.2962007744205546,0.041238340608411944,0.2549624338121427,2.8270991427168606,0.2249287865661522,4.0991617367726155e-07,1.7175258673628276e-06,5.765096713384371,True
Rps3,0.5938716763750941,0.34012953075602054,0.25374214561907354,0.8212235086884923,0.5528694645769859,0.004970933416636802,0.009182758774575374,2.037026824182058,True
Myl10,0.49458922947316075,0.24130237227251577,0.253286857200645,1.054182859511203,0.4520110706032057,1.5211025245701444e-10,1.1157231231565851e-09,8.952443566154809,True
Rangap1,0.6951840818097412,0.44204477391865976,0.25313930789108147,0.6686000210025623,0.649490775270615,0.019768384991688783,0.03233650761999256,1.4903068862003912,True
Cd200r4,-0.13492359882809501,-0.3873978415677168,0.25247424273962177,-1.632692810792384,-0.43666752679483156,0.006808542978855424,0.012267645006946708,1.911238799836177,True
Il17re,0.42205927619216527,0.17072934933424358,0.25132992685792166,1.324845792810086,0.37450459672926845,2.112359855171528e-05,6.414048143233385e-05,4.1928677846224005,True
Chrnb1,0.2855851510873692,0.03431497618541725,0.25127017490195197,3.028049309373037,0.21406269802969788,0.0067283860379938575,0.012152413072836588,1.9153374767847857,True
Sytl2,0.276758964165883,0.025997829992848703,0.2507611341730343,3.3596593989502908,0.20336204882544354,1.1706991083721333e-15,1.6804293421609568e-14,13.774579743804281,True
Smim1,0.2343608207732548,-0.01537782379927824,0.24973864457253303,,0.1498986128817899,8.880975310923779e-07,3.4872939702580287e-06,5.4575114411300065,True
Ripor3,0.24427132052716882,-0.0047659569200109025,0.24903727744717974,,0.1631801214470964,8.94649066850812e-17,1.4507822705688843e-15,14.838397760398708,True
Ifi44,0.40798531611669203,0.15982969866716956,0.24815561744952247,1.3711773017412723,0.3605412745526463,1.1782567216881196e-06,4.5317566218773835e-06,5.3437334219802795,True
Hist1h3c,0.5625642761916546,0.3154682848685304,0.2470959913231242,0.8524326146604755,0.5250829143208519,0.0134527325921837,0.02269864891819522,1.6439999923590807,True
Tmem37,0.18462701936554557,-0.06096232903815353,0.24558934840369911,,0.08655599411291362,0.0065187649403450195,0.01184512103030591,1.926460497412684,True
Rbm11,0.2370803509600536,-0.00797672289284095,0.24505707385289455,,0.15646368713310577,3.819940583327184e-11,3.015742565784619e-10,9.520605734099005,True
Polr2f,0.9482194797598019,0.7039666802490345,0.2442527995107674,0.44171674995691873,0.868760304554497,0.021378221695466056,0.034611260165352487,1.4607825881402638,True
Cenpw,0.7158333946266174,0.4727144401052446,0.24311895452137283,0.6138466482192567,0.6728995247330185,0.007012702384670868,0.012612774073149043,1.899189383517132,True
Slc20a1,0.17628822694957808,-0.06651903430768576,0.24280726125726382,,0.07708517767917698,0.0037791054260211147,0.0071937286028320715,2.1430459507982658,True
Gm45620,0.18760847400295438,-0.05149816525139111,0.2391066392543455,,0.09498614973133407,0.001402730845599693,0.002922355928332694,2.534266890284999,True
Pde1c,0.2065011717655458,-0.03255605593878909,0.2390572277043349,,0.12031551804504281,9.304170233847717e-10,6.015627306367058e-09,8.220719077968615,True
Ktn1,0.3858544398953469,0.14715903186775664,0.23869540802759026,1.4104431032173017,0.34085475000506754,0.017166587705071748,0.02846863632681882,1.545633335449525,True
Gm35339,0.24365626197181062,0.005695887424702719,0.2379603745471079,5.0462690928282115,0.16950954124790568,1.2805661039439354e-09,8.104848759138831e-09,8.091255084909763,True
Ppa1,0.9978861207379804,0.7612019438099914,0.23668417692798904,0.4021092643351839,0.9103827139439558,0.029448474086933005,0.04610930180626253,1.3362114538808567,True
Hnmt,0.19034861410039122,-0.045449112827911115,0.23579772692830234,,0.100910052194533,3.201501100172847e-08,1.6474276673273655e-07,6.783193644636961,True
Krt8,0.2395073050086829,0.0044724938294706815,0.2350348111792122,5.272302597553461,0.1660596883142641,2.636104154935831e-18,5.4918836561163146e-17,16.26027867173424,True
Ddx58,0.1221751234391015,-0.11125909710342627,0.23343422054252777,,0.007852837526624528,0.007236516846445516,0.012976419927876001,1.886845108770369,True
Noc2l,0.8794781925286649,0.6465778604087352,0.23290033211992966,0.4567143779416268,0.8180554090460826,0.016447021959878263,0.027335770570434785,1.563268679234619,True
Slc41a3,0.08851507172129607,-0.14347234979997497,0.23198742152127105,,-0.040198156342705495,5.101854249415054e-05,0.0001453519729178078,3.8375790690087777,True
Tmem158,0.25014458648906657,0.0191024377851469,0.23104214870391968,3.6273676101080445,0.18221366555381552,3.160020089029509e-05,9.330767979417842e-05,4.03008260968359,True
Pla2g4a,0.3515890556211575,0.12129592744683997,0.23029312817431752,1.5547703478262265,0.30619513976171064,0.01735073820373205,0.028758129619445384,1.5412393631559331,True
Lockd,0.6309017931995834,0.40064218046071653,0.23025961273886686,0.6720411092033384,0.600052749412754,0.007495953577926735,0.01340957706248074,1.8725849195628228,True
Pdzph1,0.2496965177668057,0.02079205608950689,0.22890446167729883,3.513765279896336,0.18300277647494775,2.352758447317127e-12,2.1784800438121546e-11,10.661846414108744,True
Slc35g2,0.18462170847366244,-0.04245526731177813,0.22707697578544056,,0.09907057836552058,0.002087537447256947,0.004208744853340619,2.3758474016800974,True
Coro2b,0.2519898874615139,0.025635952196206003,0.2263539352653079,3.2484035284432142,0.18753076565619264,9.474053900080937e-15,1.204328885603509e-13,12.919254897049857,True
D630039A03Rik,0.35524561608695515,0.12914491945409914,0.226100696632856,1.4802240703928387,0.31289197686038933,1.0488579711032163e-08,5.784143222995678e-08,7.237760961877666,True
Rasl11a,0.3719352970362342,0.14595038021434514,0.22598491682188904,1.3706238987431525,0.33221278003551524,0.0009504614928540934,0.002070722206653798,2.6838781590540997,True
Pan3,0.3675683319629343,0.1417682042539227,0.22580012770901162,1.3954300085492943,0.32730596878308327,0.0024270758211955624,0.00483160415632826,2.3159086538083593,True
Mc5r,0.2728595970571558,0.05114834532081979,0.221711251736336,2.4152413408700024,0.2166149992113482,4.141654545783966e-07,1.7329098517924544e-06,5.761224029258046,True
Gnas,0.09336636676258635,-0.1283026154363088,0.22166898219889514,,-0.025423882309842445,0.011734535474972845,0.019990690758045732,1.6991721990172224,True
Cited4,0.2694885135911616,0.04824252595044478,0.22124598764071682,2.479099170201529,0.21271315890998202,0.00012806257113453728,0.00033291829584368443,3.477662337118443,True
Stat4,0.31258078573252546,0.09166384240086227,0.22091694333166317,1.7869482521782205,0.26558369548319544,1.464916344059431e-05,4.577863575185722e-05,4.339337153869177,True
Fkbp11,0.7893340274313583,0.5693613082667242,0.21997271916463412,0.48554674902126155,0.7479009359082414,0.001113140744777332,0.002376812978172239,2.6240049898087343,True
Tmem163,0.206045384031065,-0.012325246553682716,0.21837063058474773,,0.133379486531034,3.130213068063611e-06,1.1113182490166665e-05,4.954161554020674,True
Lman1,0.6408573784228422,0.423636384049246,0.2172209943735962,0.6141341243710102,0.6156487683068196,0.009778374326473237,0.016898112315333936,1.7721618076243622,True
Tomm20l,0.2512834942101625,0.034723895563138304,0.21655959864702418,2.8343450891122446,0.19283006723220864,6.206017183309073e-10,4.1651122035631365e-09,8.380373294681695,True
Gm13431,0.2669112770483807,0.050450588008018285,0.21646068904036242,2.403714631917864,0.2124833442283263,2.9399577145424e-11,2.35196617163392e-10,9.628568929015275,True
Col16a1,0.35733166454291587,0.14159995610403242,0.21573170843888345,1.3575326949666584,0.32131142487269854,8.676798312043064e-13,8.47895600525381e-12,11.071657618152413,True
Fam181b,0.26190742678478,0.046903195400737153,0.21500423138404287,2.478497648337505,0.2071498423893912,7.409414523226876e-07,2.9637658092907503e-06,5.528156116398176,True
Gna14,0.20367613209717825,-0.011241739709952186,0.21491787180713043,,0.13253367131594448,3.5994752921010084e-06,1.2614983500354002e-05,4.899113313177314,True
Clu,0.297885302015535,0.08347989049911726,0.21440541151641773,1.8517238846307826,0.25178888101545793,1.8078541377007286e-05,5.568339233164462e-05,4.254274314596561,True
Dapk1,0.12687930502518563,-0.08522077398447099,0.2121000790096566,,0.029741594536614794,0.007658574715889082,0.013667890629189319,1.8642985050949314,True
Xlr4b,0.2976011461964703,0.08649465501997217,0.21110649117649816,1.8003892633692504,0.2534422094422383,9.953158767302932e-05,0.00026541756712807817,3.5760703359768504,True
Hist1h4d,0.7842103596368313,0.5748101478875652,0.20940021174926604,0.46258364510554273,0.7480406035549755,0.02562814525310932,0.0407442690828447,1.389933468659663,True
Fmo5,0.16456851579529383,-0.04074290801963137,0.2053114238149252,,0.0866653079846025,0.000952685233036183,0.0020740607395562764,2.683178529302878,True
Car8,0.23109189561536866,0.02670598679950916,0.2043859088158595,3.0739741294592844,0.17491634213878757,1.9515318408261995e-06,7.157207240193886e-06,5.145256407409562,True
Unc5cl,0.20058010960519007,-0.0018451412333726131,0.2024252508385627,10.413566797331399,0.1366737147616758,0.0019154714614576108,0.003893234677759372,2.4096894169383765,True
Grb10,0.32503882871929785,0.12567387781756648,0.19936495090173137,1.3946108549404723,0.29320136908934913,2.4545375120775684e-06,8.861146252987611e-06,5.0525100953648385,True
Slc6a4,0.12370831233641941,-0.07528055412099818,0.1989888664574176,,0.034517014271889405,0.00034112264095704364,0.0008109096060785506,3.091027554875487,True
Tceal8,0.3334271625812344,0.135062052857641,0.1983651097235934,1.3278538718062989,0.3036283421149263,0.01296770350695761,0.021941968708896125,1.6587244086185469,True
Hdx,0.2436952946956872,0.04680818880829007,0.19688710588739713,2.3815269050412424,0.19566475697514857,0.0025072758609976237,0.004974753692455603,2.3032284169595547,True
Bmp4,0.2754018961392034,0.07937426452618068,0.19602763161302272,1.8135733828196223,0.23558992724948832,2.4957992441883496e-09,1.5126056025383937e-08,7.82027429535403,True
Tnfrsf4,0.09999302870090084,-0.09536325343501248,0.19535628213591333,,0.003335817374986927,9.501054124046517e-06,3.084757832482635e-05,4.5107789243842635,True
Hspa12b,0.3454314035796131,0.15032787059616565,0.19510353298344746,1.2249797516783612,0.31947878728461027,7.356753337031065e-05,0.00020247944964305685,3.6936190482987765,True
Rilpl1,0.22854180161351112,0.037016059762479105,0.19152574185103202,2.615957365464404,0.17986633713433742,2.84054135425211e-07,1.217374866108047e-06,5.914575668923789,True
Avil,0.18729160820527543,-0.0038661701358438053,0.19115777834111924,,0.12659326527701445,3.648371481958312e-22,1.2876605230441103e-20,19.89019861865437,True
Sult4a1,0.1965373602076426,0.005757124517789823,0.19078023568985278,4.739188734532112,0.1390073949907192,0.0006170304276822208,0.0013845110568785806,2.85870357157447,True
Palld,0.1393686443919079,-0.05083002419111638,0.19019866858302428,,0.06249382133504125,0.006327599522190967,0.011525682189783181,1.9383333598654011,True
Isg20,0.34746771851261743,0.1595428262186962,0.18792489229392123,1.1484700720238719,0.3259680643009229,5.463891895796843e-06,1.852166744337913e-05,4.732319917823601,True
Adamts20,0.22886919498058533,0.04182104024733917,0.18704815473324615,2.450375153229249,0.18313090878296104,1.8972607114181686e-15,2.6473405275602352e-14,13.577190191781977,True
Serpini1,0.20713891981787289,0.020091806278020857,0.18704711353985204,3.3012697506466493,0.1552510193526198,7.393141413101521e-08,3.5601001989252914e-07,6.448537778648483,True
Gm44257,0.1961212856067813,0.010419389343036763,0.18570189626374453,4.057288057452467,0.1417863419241533,4.466516352015589e-07,1.8482136629030023e-06,5.733247823561851,True
X2010308F09Rik,0.18988538740032568,0.004420689290337283,0.1854646981099884,4.964900657881457,0.13376477666424108,1.3724288424458957e-09,8.631627939911294e-09,8.063907287871704,True
Galnt18,0.223993446229097,0.03944958980308018,0.18454385642601684,2.5009684839508672,0.17851899880222727,5.5793210953081746e-08,2.7484340370976226e-07,6.560914681717454,True
Gimap4,0.4128861492428649,0.22856727520603484,0.18431887403683003,0.8772574852620777,0.4013319717267345,1.7338148321261853e-11,1.4368631205465623e-10,9.842584601958132,True
X6030445D17Rik,0.20796247520399266,0.02413935048009117,0.1838231247239015,3.064003304984719,0.15840284260555815,8.417900428274708e-07,3.3316228607947396e-06,5.477344166552728,True
Fbp1,0.29127940255214313,0.10966931472265602,0.18161008782948712,1.4349225332946665,0.2636045888563492,0.019941867955768168,0.03256701353691046,1.4872220653192958,True
Ehd2,0.22907019628971995,0.04783087383099793,0.181239322458722,2.2661692539793914,0.1870716086695904,5.4177611413787e-14,6.299722257417094e-13,12.200678597328974,True
Gm4632,0.24541854018066667,0.06592057009293618,0.1794979700877305,1.9145436137331562,0.20872894168315942,4.2609700282522e-15,5.606539510858158e-14,13.251305112905605,True
Ccdc136,0.21846375690609152,0.03952526411185601,0.17893849279423552,2.4639291487355663,0.17503847133612702,0.0011603201101363925,0.0024670165346627766,2.6078279397325015,True
Veph1,0.20325954238834226,0.025318097043556434,0.17794144534478584,2.9689930203217583,0.15612322259393552,7.474488064569043e-19,1.6987472874020552e-17,16.76987122375011,True
Tnk1,0.19798584726835947,0.02070926657139025,0.17727658069696922,3.1995531200190244,0.1497114305038361,3.868936534292571e-14,4.605876826538775e-13,12.336687680412126,True
Lrch2,0.21070799119660247,0.03519591804231849,0.17551207315428397,2.5730889756939614,0.16729620350428898,0.00014354010380884512,0.00036836639129729287,3.433720000462055,True
Gm17590,0.2335205532713621,0.06023254946098285,0.17328800381037923,1.972078823919913,0.19771010947346995,6.304164057253532e-05,0.0001760939680797076,3.754255520094984,True
Crip2,0.24153605202588735,0.06914548750371442,0.17239056452217294,1.8255773783960925,0.20831843981409257,3.4261330553232224e-07,1.4517512946284842e-06,5.8381077780036055,True
Pcgf2,0.3009413323013984,0.12897519885377876,0.17196613344761966,1.2503072664804609,0.28090675738796317,0.013526853131534705,0.02278526636417974,1.642345890065194,True
Sparc,0.254542672933634,0.08492927439525916,0.16961339853837482,1.6090632449160398,0.2261829294068642,1.6358303166908736e-07,7.379685639206948e-07,6.13196213791484,True
Mir155hg,0.0691457974338174,-0.09940981197070427,0.16855560940452166,,-0.021997729703375688,0.008503659255285304,0.014962450302554785,1.82499727908258,True
Rgs9bp,0.19371599338334056,0.02543889229216638,0.16827710109117416,2.896778392757261,0.15001036379352958,0.0003972151609906897,0.0009295206575445157,3.0317409540815374,True
Mpp2,0.14636458738815802,-0.021487461819137927,0.16785204920729596,,0.08737941750558713,0.016565077750970436,0.027516740450117004,1.5604030126010786,True
Spin4,0.2496368375346526,0.08222539216887631,0.1674114453657763,1.6277103489164053,0.22148255423526347,8.851328490163968e-07,3.4847749961275462e-06,5.457825258052301,True
Gm15972,0.19274594783288154,0.026168174290500033,0.1665777735423815,2.8520699671681813,0.14985383248119155,4.797892421977694e-08,2.3870111552127827e-07,6.622145551401274,True
Pcolce2,0.14308737584211242,-0.02259536354021857,0.165682739382331,,0.08439904844524099,7.204760184748695e-10,4.771364360760725e-09,8.321357417684265,True
Ppdpf,0.22036782290380222,0.05540151936257805,0.16496630354122416,2.0087702487743595,0.18635434251639907,0.026775927754629173,0.04232233048676898,1.3734304258103662,True
Patj,0.22335139778776875,0.060226761351207886,0.16312463643656086,1.9108379315026263,0.19129616912177916,1.2098420032632128e-06,4.641337608426648e-06,5.333356840082581,True
Armc3,0.08478853662702783,-0.07511763337214983,0.15990616999917767,,0.006959270003848832,4.783149490960977e-05,0.00013718401981723644,3.862696475432438,True
X4930447C04Rik,0.1292536155095345,-0.029556488672056902,0.1588101041815914,,0.070181239737824,0.00012772207702350195,0.00033232110240286717,3.4784420801292457,True
X2310003N18Rik,0.17315353337469028,0.015366332891359562,0.15778720048333073,3.403707597460171,0.12995548008544802,2.3395782208466678e-05,7.046922351947794e-05,4.152000513844919,True
X1700100I10Rik,0.11324074469227238,-0.044252509288549666,0.15749325398082203,,0.04892544182771372,5.566786928486977e-06,1.8806712596239787e-05,4.725687112269202,True
Bank1,0.12851140739552935,-0.028808646881189386,0.15732005427671875,,0.07018511061361069,0.0012038018173588976,0.0025486277008304114,2.5936936008916227,True
Selp,0.07402053070247183,-0.08184627596032823,0.15586680666280006,,-0.005656155075309128,0.0006351208506052142,0.0014240377816260408,2.8464784881331253,True
Dsp,0.2300683993619713,0.07465716136707909,0.1554112379948922,1.6507838018862477,0.20459496941927674,2.777125323294526e-08,1.4464194392158988e-07,6.839705750110231,True
Dusp5,0.32879542695268443,0.17538817927069472,0.1534072476819897,0.9362200375619281,0.3243403442501437,2.8903480906555165e-06,1.0334975294358223e-05,4.985690557211509,True
Id3,0.1643699291601186,0.011057982018761013,0.1533119471413576,3.7444188788316963,0.12129920997983741,0.00020649637044963014,0.0005145258399907728,3.288592809660331,True
Il4,0.16314117130336098,0.009986855503129327,0.15315431580023164,3.8577324948251177,0.11977317138893319,5.353240552143873e-07,2.193951045960604e-06,5.658773067147073,True
Lif,0.13701571950672792,-0.0158738160409401,0.15288953554766802,,0.08484113976439928,0.015584918622136998,0.025989302871823786,1.585205369709477,True
Gm37035,0.14720627024300342,-0.005099191341935284,0.1523054615849387,,0.09903059882691269,9.718564138864322e-07,3.80126367882568e-06,5.420072004038782,True
Sema7a,0.10038506422652431,-0.04964895141271821,0.1500340156392425,,0.03614185884434561,0.00014090587804638105,0.00036253656444180373,3.4406481851357764,True
Rpgrip1,0.4212543865073016,0.271292947755607,0.14996143875169465,0.6602246476226079,0.42897170718586486,0.023742020528113115,0.0382114064293666,1.4178069771435156,True
