,Neutro,others,delta,log2fc,A,p-val,p-adj,p-adj-log,is_significant
Cenpw,0.8039463412957252,0.4727144401052446,0.33123190119048057,0.7706815753437226,0.71222632459813,6.385089934059176e-05,0.0003089559645512505,3.510103416093712,True
Hnrnpab,1.6800424587061342,1.3496970982923227,0.3303453604138116,0.3188282262075713,1.3304836983300845,0.01839126584795739,0.0386371131259609,1.4129953305045442,True
Eef1e1,0.8874373434030631,0.5598791037523101,0.32755823965075304,0.6690299134944643,0.7854737372857379,0.0008788935245351823,0.0029692348801864266,2.527355446346647,True
Serbp1,1.5628187984918658,1.2354373663651739,0.3273814321266919,0.3422794323631746,1.2625101809543267,0.00972487435076914,0.022476597112717583,1.6482694389675228,True
Dnmt3l,0.23785977889585255,-0.08936809784881741,0.32722787674466997,,0.10332419101205022,0.024568099124549235,0.049632523483937846,1.3042336432534443,True
Ube2s,1.500720535821281,1.1748247439997157,0.32589579182156525,0.3564667704087847,1.225134627378777,0.01452308315335003,0.031750427826769914,1.4982504183545704,True
Fkbp3,1.2678371634057497,0.9427171616078581,0.3251200017978916,0.4311725637037124,1.0740101784944358,0.0011009750742231855,0.003597957758899299,2.443943939707708,True
Psph,0.8643114203378326,0.5393291634274578,0.32498225691037474,0.6849466749346099,0.7670786999509847,0.00013765586844586314,0.0006037538089730839,3.21914011634681,True
Cdc20,0.8718455736813672,0.5486356921352725,0.32320988154609465,0.6727907802897639,0.7741993283155326,0.0018977241700873673,0.005756493943642166,2.239841947919164,True
Hspa5,0.6343090922000217,0.3153402147620222,0.31896887743799957,1.0126308428322388,0.5605434381415566,0.024715770979423093,0.04983018342625624,1.302507514176238,True
Pdcd4,0.48890789092110426,0.16996551539076346,0.31894237553034077,1.5249019378900746,0.41081508955593343,0.0005950053772723376,0.0021428765087839288,2.6690028560692456,True
Vdac2,0.5072720896928739,0.1887306375522892,0.31854145214058466,1.4280533539791196,0.43082195593411915,0.0007756782210116048,0.0026840076851612623,2.57121624497907,True
Rps27a,0.7045030120201364,0.3866606848094656,0.31784232721067085,0.8702328920707723,0.6281500561213885,6.510873865346596e-05,0.00031402928610996445,3.50302984809601,True
Psat1,0.9629898772948218,0.6462448441993297,0.31674503309549207,0.5798718676245974,0.8516929699251293,0.0008361673212826887,0.002847334805729927,2.545561463049057,True
Eif2s2,0.8916252515961874,0.5752839243424032,0.3163413272537843,0.6367556736327517,0.7936500421538655,0.004311753782173401,0.011287313565898956,1.947409409920519,True
Rhou,0.21274386907593987,-0.09797730346262544,0.3107211725385653,,0.080498423052806,0.0032153457616534353,0.008939793591251442,2.048672508409381,True
Cxcr4,0.25638095111381665,-0.05425616761522246,0.3106371187290391,,0.1388962215970873,3.230064781482651e-05,0.0001691133393446414,3.771822134712812,True
Clec5a,-0.033485631196663,-0.34161513039454483,0.30812949919788185,-3.6246539023636846,-0.29964974201587286,0.00011822738650580692,0.0005293763574886878,3.276235458655153,True
Cdca3,0.5639264181840863,0.25942950924991554,0.30449690893417075,1.1242331252463165,0.49741101414914896,0.0016474202813417476,0.005108439791935614,2.2917117208469726,True
Chchd4,0.9246230305602811,0.6208746311846994,0.3037483993755816,0.57918125276991,0.8259881447398697,0.0008168950529628625,0.0027975857978180226,2.5532165854260493,True
Il1f9,-0.06616903741138798,-0.3693842653356513,0.3032152279242633,-2.6090553292392697,-0.3543474950925232,0.012566860169998894,0.028092831974662207,1.5514044783500653,True
Hmgb3,1.164446547117086,0.8631326330398003,0.3013139140772857,0.43600711961774696,1.0099129518609042,4.6880585521992875e-05,0.00023479425136223477,3.629312540440704,True
Ceacam1,0.08904762199056364,-0.2104018706999705,0.2994494926905341,,-0.09030695082519037,0.002247460484042806,0.00664274034692455,2.177652723036662,True
Pecam1,0.5197018550627257,0.2204304350422032,0.29927142002052254,1.2407599331105421,0.4542455463504606,9.702303450592205e-06,6.179811115026882e-05,4.20902479885215,True
Xbp1,0.42816484431062657,0.12923704325111188,0.29892780105951466,1.7259096725215293,0.35467889332612923,0.0005021083871390734,0.0018437272477566957,2.73430332599149,True
Fbp1,0.4075232279505426,0.10966931472265602,0.29785391322788657,1.8885694203109282,0.33181557396240363,0.00091301144691926,0.003067227705215879,2.513253981615193,True
Lsm3,0.9345872488547752,0.6371992290309344,0.2973880198238408,0.5572230650824912,0.8366458384370787,0.001507398670183476,0.00478033404920764,2.3205417538777335,True
Aff2,0.2839089301089063,-0.012376438384812609,0.2962853684937189,,0.18366594167639289,2.6284132435567537e-10,6.516727050140712e-09,8.185970468831039,True
Olfml2b,0.27310022971648024,-0.022856287687044015,0.29595651740352424,,0.1700814080553804,9.137280118308138e-06,5.9077242144233643e-05,4.228579786709731,True
X4930523C07Rik,0.4213861017399565,0.12568969558993248,0.295696406150024,1.7427371345429654,0.34884189279029415,0.0009282247556962926,0.003104430621057835,2.508018041480239,True
C1qbp,1.3692344339213525,1.0756118528158778,0.2936225811054747,0.3517899931866355,1.1521335281222247,0.015129221560511096,0.03291346242315684,1.4826264284873125,True
Fam136a,0.7582871757397579,0.46603708915250264,0.29225008658725526,0.7074020735371664,0.688996840586571,0.00010315677943713304,0.0004688944519869684,3.3289249058529604,True
Syne2,0.3778834463296599,0.08590398913058415,0.29197945719907575,2.1264888368976824,0.3008777921383866,3.6058584029076293e-07,3.5121997430918468e-06,5.45442079320562,True
Nucb1,0.4920072239989882,0.20452300164670603,0.2874842223522822,1.2697262421967825,0.43110420523536563,5.8355356685567685e-05,0.00028466027651496436,3.5456731331129947,True
Selenoh,0.9043404899544644,0.6170238782062771,0.28731661174818723,0.5563357210623179,0.8161345157386851,0.0034741884792982873,0.009509639998079253,2.0218359236311447,True
GFP.CDS,0.6218724742257045,0.3350761213153972,0.28679635291030725,0.8972877158927401,0.5641091634438486,4.48763303554845e-05,0.0002251320920843704,3.647562592863835,True
Tuba8,0.7780381504883067,0.4936314216496723,0.28440672883863444,0.6615685772358317,0.7100270481849186,1.2062125469629583e-09,2.5847411720634818e-08,7.587582939290532,True
Rpl13,0.7975030693560172,0.5141157737174107,0.28338729563860654,0.6385233086485349,0.7275366327249067,0.001259679071610216,0.004063480876161987,2.391101779813418,True
Snrpg,0.9242663010626163,0.6409044955996058,0.2833618054630105,0.5329654754521093,0.8339711935261539,0.0025718746615203065,0.007383372234029588,2.131745235991741,True
Orc6,0.8234398368307436,0.5412724241945397,0.28216741263620393,0.6103786909144366,0.7504831356405819,0.0012988629086359434,0.00418088919088823,2.378731342715912,True
Sorl1,0.03810466727613142,-0.2373667864194737,0.2754714536956051,,-0.15141180515759758,0.00020859798764559336,0.0008643563023988675,3.063307197025659,True
Mogat2,0.2453122507701125,-0.028959637108302724,0.2742718878784152,,0.14818742719568523,2.8203712351370272e-11,9.297927148803387e-10,9.03161386092736,True
Gca,0.36228270429057396,0.09114570692380008,0.2711369973667739,1.9830659103089747,0.29479917550525986,0.012275240612866853,0.02754354662572966,1.559980138849866,True
Gm20342,0.5541250561285311,0.28355527497264177,0.27056978115588937,0.9718562746807774,0.5047120768154265,0.002943023410366391,0.008290206789764483,2.081434636333497,True
Rab38,1.0191250298079435,0.74906006931148,0.27006496049646356,0.44873265852352634,0.9138698341181083,7.708591896284053e-05,0.00036304200453457074,3.440043123497759,True
Impa2,0.051393594431280096,-0.21860671438533713,0.27000030881661724,,-0.12596096370025373,0.004330608667829876,0.011316921605827203,1.946271692531106,True
Acpp,0.05736061129999602,-0.21206821914342927,0.2694288304434253,,-0.11615056621179527,0.0005434496295676956,0.0019833928086412248,2.702591265758803,True
Igfbp7,0.7519814345830083,0.482617567739335,0.26936386684367325,0.6452251700785128,0.6935868704189337,0.017849010159210626,0.037789012334249736,1.4226344587945674,True
Gar1,1.0125868966704243,0.7452892192333167,0.26729767743710764,0.44676300106498784,0.9099175069077056,0.010042252357551342,0.023121072196971622,1.63599203018095,True
Snhg6,0.8185334678530765,0.5527918357900361,0.26574163206304036,0.5715481745535516,0.7533158415937372,0.0008921007536439479,0.003003706241225414,2.522342543057046,True
Fgd4,0.19253476276212927,-0.07309174679094864,0.2656265095530779,,0.08368517815005146,0.00019891984604702135,0.0008323006110754032,3.079719786507772,True
Dtymk,1.1503289156065588,0.8856343036651293,0.2646946119414295,0.3814550865905978,1.0129130268684214,0.006566101204983723,0.016146150504058335,1.7919310036191445,True
mt.Nd4l,0.41290143102857463,0.15063704358999896,0.26226438743857566,1.4563416701910261,0.3581365504462978,0.0013564826864327485,0.004343060895729184,2.3622040811849168,True
Gmfg,0.09478803141163553,-0.1673963902833405,0.262184421694976,,-0.05335024657886168,0.002552351941136468,0.0073343446584381265,2.134638685357039,True
Mrto4,0.8546092677133378,0.5947764101982442,0.25983285751509355,0.5280880384902604,0.7863394464278405,0.005451271881830879,0.01373116343030448,1.8622926637861805,True
Bnip3,-0.028094245190421738,-0.2852962183139091,0.25720197312348736,-3.6774627431860907,-0.2458739830803984,0.0002635106874337185,0.001061116862149202,2.974236784061227,True
Vcam1,0.26141510362887843,0.0060027343697194166,0.255412369259159,5.062187191642698,0.18105027429974938,1.2471638786053677e-05,7.63569721595123e-05,4.117151301342899,True
Tipin,1.1456485056607502,0.8907064311816638,0.25494207447908634,0.36738308028321076,1.0130530434005331,0.019136673097816793,0.04000698208602814,1.3978642082515536,True
Galk1,0.8084097208556926,0.5538223491113797,0.2545873717443129,0.5510465787211314,0.7494193065597357,0.003779595068700662,0.010178442734382393,1.992318662431343,True
Ldha,0.6576017326198768,0.4051236833846438,0.252478049235233,0.7047469747370232,0.6148160301018188,0.0008980294820616515,0.0030202785271131777,2.5199530049863568,True
Tspan2,0.27980745264236645,0.02834645852224869,0.25146099412011774,3.2352030787369306,0.20673942826006528,0.007029536291969421,0.01704818825861622,1.7683217674687273,True
Arl6ip1,0.6642509940850528,0.41294136375484514,0.2513096303302077,0.6916914711796993,0.6216146305507917,0.004163573769709021,0.011014745422510637,1.9580255359963286,True
Xlr4b,0.33756596246743276,0.08649465501997217,0.2510713074474606,1.9567249133420053,0.27742577614379144,0.002695994367900912,0.007680895635045334,2.1145881358696452,True
Lcn4,0.37081795806945583,0.12100328178150681,0.249814676287949,1.614988586460981,0.31720057493058007,2.3179694870089444e-22,9.934154944324047e-20,19.002869070539692,True
Srpk1,0.9729572805693755,0.7259301896210599,0.24702709094831554,0.42737562826469466,0.8870914105814856,0.007398718968201666,0.017771142437634106,1.7502846521940145,True
Polr2f,0.9507256255990233,0.7039666802490345,0.24675894534998877,0.43843333827459613,0.8697499485817412,0.005728879172620842,0.014298367319353184,1.844713550274579,True
B930036N10Rik,0.3042407556087066,0.061309429877568274,0.24293132573113835,2.292674456380927,0.24217576815634542,0.012259216754172558,0.027528181334219814,1.5602224795838837,True
Tmem97,0.7838397307924474,0.5435172419490453,0.24032248884340213,0.5338481626117711,0.7343766528685312,0.002938594834580955,0.00828551175163803,2.0816806623745494,True
Cd81,0.1324316207344262,-0.10766481748371544,0.24009643821814164,,0.01775575927291973,0.0027958199322758465,0.007942670262147292,2.1000334666967864,True
Slc6a13,0.10567567103370645,-0.13287541651048135,0.2385510875441878,,-0.01975510901554235,0.00012416262400014667,0.0005518338844450963,3.258191635905188,True
Itga4,0.353842977230675,0.11538617222726981,0.23845680500340516,1.6159141012180755,0.3040607277104581,0.0003820546643956205,0.001460081519983263,2.835622895797385,True
Egln3,0.3444012980635343,0.10882826838385451,0.2355730296796798,1.660486136888575,0.29468224362995915,0.0034741884792982873,0.009509639998079253,2.0218359236311447,True
Apln,0.3753668817134227,0.14071511226913969,0.234651769444283,1.4178613003102092,0.3311789374733833,1.5637550499770474e-13,9.574010510063556e-12,11.018906100098263,True
H3f3b,0.6776426774958935,0.4433728226816983,0.23426985481419516,0.6181284427463047,0.6420155222599476,0.003019246986075027,0.008481030859761311,2.0715513565290955,True
Flt1,0.351830638383026,0.12450938625395577,0.2273212521290702,1.499840489173618,0.3082094236706485,1.2957158654259667e-08,2.024556039728073e-07,6.693670197454307,True
Spint2,0.8713388958941535,0.6461586884945517,0.22518020739960176,0.43670885256245956,0.8145494327037035,0.0009720805224969105,0.0032330837777059104,2.490383041530116,True
Pnp2,0.30927187506136683,0.0848132023854726,0.22445867267589423,1.8603921854292167,0.25947442155030825,2.2290658187989522e-06,1.759788804314962e-05,4.754539449585969,True
Fmo5,0.18245796919199636,-0.04074290801963137,0.22320087721162774,,0.09876655330110587,1.7679432387251085e-07,1.907852415890405e-06,5.719455223679837,True
Hpse,-0.08867129453484528,-0.31104355775754433,0.22237226322269904,-1.9015210485536542,-0.3216710045558501,0.01077601274796886,0.024453886720050364,1.611652103946539,True
Gm13546,0.03681316324412868,-0.1849964028939379,0.22180956613806657,,-0.1110586508688976,1.6514311890296136e-08,2.4771467835444206e-07,6.606048258495042,True
Tinagl1,0.2720137041387637,0.05112497457348152,0.22088872956528216,2.387446718327562,0.2160752777449718,2.35817385283971e-12,1.0718972058362319e-10,9.969846861171831,True
Snrpa1,0.7682227310854973,0.5476239156152585,0.22059881547023885,0.49421514795991955,0.7293772857358608,0.004413179961859941,0.01149265615067693,1.9395795867800343,True
Ccnb2,0.5568799872071801,0.3368243395523728,0.22005564765480734,0.7321677846643485,0.5329175175469545,0.007107927916661623,0.01721047921709836,1.7642070367936538,True
Manf,0.6600420975485831,0.44048318479561355,0.21955891275296957,0.5898875854512848,0.632512653575432,0.013134473943813719,0.029123002092713346,1.5357638585795461,True
Arap3,0.47675842396168067,0.2575869845731359,0.21917143938854478,0.8949410702856179,0.45119549887102006,3.262329554571501e-08,4.4894443411534417e-07,6.347807408329491,True
Pgk1,-0.15384564652767538,-0.3729779959607093,0.21913234943303392,-1.3267772581606487,-0.44106985076839594,0.0035839924108474115,0.00975678514749749,2.0106932584295043,True
B430010I23Rik,0.18281075987204443,-0.035854427836774685,0.2186651877088191,,0.10229284783532307,3.9576807854807364e-05,0.00020192248905513962,3.6948153089481934,True
Hopx,0.24790196421578573,0.029395569639831295,0.21850639457595444,3.0153680607077904,0.18732279502109334,0.0007666423839295433,0.0026588753199868554,2.5753020271329845,True
Vamp8,0.2642361774702973,0.04575037209199709,0.21848580537830023,2.5003827022491363,0.2078844512360212,0.007058841707362327,0.01710543224724312,1.7668659468971795,True
Ascl2,0.2353579005008661,0.017593810378291014,0.21776409012257508,3.6224194967521592,0.17181639159297296,0.0006792087038175427,0.0024028609804865896,2.619271354936446,True
Pbld1,0.2737834235655578,0.05722700365757578,0.21655641990798202,2.23973791603776,0.22095545803583042,0.017386080051137908,0.036887015667194996,1.4331264798151433,True
Fam69b,0.9217560229158399,0.7055038725371233,0.2162521503787166,0.3909333659370193,0.8588801190187307,0.007147417293199661,0.01727820457663093,1.7625013881865816,True
Cenpa,0.6934302595291971,0.47747152902002776,0.21595873050916936,0.5446368363798657,0.6648931939453098,0.01798324412522708,0.03796603263594739,1.4206047832746782,True
Dhrs7,0.13451786230725946,-0.08115550779339677,0.21567337010065624,,0.03798824066201727,0.005104897215811199,0.01298956034557557,1.8864055481357311,True
Tagln2,0.5225408553106685,0.3073303194922025,0.215210535818466,0.7727367595399035,0.5007363782503179,0.004206308386074405,0.011088686430776111,1.9551198974625237,True
Cpa6,0.26772695354801607,0.05268370028184445,0.21504325326617163,2.323303726852796,0.21438014837724945,1.5408597782429775e-06,1.2699393776727837e-05,4.896217010201981,True
Hipk2,0.22734184900416823,0.012324801984926352,0.21501704701924187,4.025563524204391,0.16328401944673582,0.00863627274729405,0.02033659202659509,1.691721823687152,True
Emilin2,0.0713489154542968,-0.14293298065306492,0.2142818961073617,,-0.0525837438901142,0.008648004878325325,0.020348246772530176,1.6914730041201858,True
Hist1h2br,0.22795382375462522,0.014469133689721723,0.2134846900649035,3.8280935583626263,0.16505841956044787,3.0389402836313626e-07,3.0288441365096637e-06,5.518723074767317,True
